cod_ibge,code_muni,name,crs,crs2,cod_crs,macro,pop_15,pop_16,pop_17,pop_18,pop_19,pop_20,pop_21,pop_22,pop_23,code_state,abbrev_state,name_state
431531,4315313,Quatro Irmãos,11Âª CRS,11ª CRS,11,Norte,1.672,1.672,1688,1693,1701,1679,1667,1667,1667,43,RS,Rio Grande do Sul
431532,4315321,Quevedos,04Âª CRS,"04ª CRS",4,Centro-Oeste,2.690,2.628,2659,2603,2692,2660,2721,2721,2721,43,RS,Rio Grande do Sul
431535,4315354,Quinze de Novembro,09Âª CRS,"09ª CRS",9,Missioneira,3.880,4.045,4105,4169,4206,4239,4301,4301,4301,43,RS,Rio Grande do Sul
431540,4315404,Redentora,15Âª CRS,15ª CRS,15,Norte,10.669,10.559,10720,10697,10830,10980,11129,11129,11129,43,RS,Rio Grande do Sul
431545,4315453,Relvado,16Âª CRS,16ª CRS,16,Vales,2.152,2.047,2157,2133,2182,2198,2234,2234,2234,43,RS,Rio Grande do Sul
431550,4315503,Restinga Seca,04Âª CRS,"04ª CRS",4,Centro-Oeste,15.628,15.733,15300,15499,15449,15523,15571,15571,15571,43,RS,Rio Grande do Sul
431555,4315552,Rio dos Índios,11Âª CRS,11ª CRS,11,Norte,3.181,3.191,3170,3208,3138,3151,3146,3146,3146,43,RS,Rio Grande do Sul
431560,4315602,Rio Grande,03Âª CRS,03ª CRS,3,Sul,213.166,214.532,211484,210610,209407,208815,208227,208227,208227,43,RS,Rio Grande do Sul
431570,4315701,Rio Pardo,13Âª CRS,13ª CRS,13,Vales,38.071,38.526,38746,38436,38043,37986,38075,38075,38075,43,RS,Rio Grande do Sul
431575,4315750,Riozinho,01Âª CRS,01ª CRS,1,Metropolitana,4.121,4.140,4261,4313,4383,4388,4421,4421,4421,43,RS,Rio Grande do Sul
431580,4315800,Roca Sales,16Âª CRS,16ª CRS,16,Vales,10.874,11.338,11563,11993,12251,12621,12758,12758,12758,43,RS,Rio Grande do Sul
431590,4315909,Rodeio Bonito,02Âª CRS,02ª CRS,2,Norte,6.084,6.078,6287,6371,6494,6670,6790,6790,6790,43,RS,Rio Grande do Sul
431595,4315958,Rolador,12Âª CRS,12ª CRS,12,Missioneira,2.394,2.352,2423,2460,2480,2531,2551,2551,2551,43,RS,Rio Grande do Sul
431600,4316006,Rolante,01Âª CRS,01ª CRS,1,Metropolitana,20.899,21.032,20848,21291,21628,21934,22108,22108,22108,43,RS,Rio Grande do Sul
431610,4316105,Ronda Alta,15Âª CRS,15ª CRS,15,Norte,10.214,10.092,10130,10176,10309,10310,10358,10358,10358,43,RS,Rio Grande do Sul
431620,4316204,Rondinha,15Âª CRS,15ª CRS,15,Norte,5.485,5.562,5443,5528,5530,5683,5559,5559,5559,43,RS,Rio Grande do Sul
431630,4316303,Roque Gonzales,12Âª CRS,12ª CRS,12,Missioneira,6.921,6.779,6981,6986,6986,6860,6875,6875,6875,43,RS,Rio Grande do Sul
431640,4316402,Rosário do Sul,10Âª CRS,10ª CRS,10,Centro-Oeste,40.142,40.448,38984,39209,39253,39023,38837,38837,38837,43,RS,Rio Grande do Sul
431642,4316428,Sagrada Família,15Âª CRS,15ª CRS,15,Norte,2.680,2.689,2623,2667,2673,2686,2649,2649,2649,43,RS,Rio Grande do Sul
431643,4316436,Saldanha Marinho,09Âª CRS,"09ª CRS",9,Missioneira,2.857,2.923,2839,2857,2863,2895,2922,2922,2922,43,RS,Rio Grande do Sul
431645,4316451,Salto do Jacuí,09Âª CRS,"09ª CRS",9,Missioneira,11.324,11.385,11263,11368,11192,11365,11223,11223,11223,43,RS,Rio Grande do Sul
431647,4316477,Salvador das Missões,12Âª CRS,12ª CRS,12,Missioneira,2.747,2.818,2896,2937,2948,2968,2988,2988,2988,43,RS,Rio Grande do Sul
431650,4316501,Salvador do Sul,01Âª CRS,01ª CRS,1,Metropolitana,7.130,7.276,7447,7543,7573,7574,7603,7603,7603,43,RS,Rio Grande do Sul
431660,4316600,Sananduva,06Âª CRS,06ª CRS,6,Norte,15.885,15.997,16402,16648,16738,16727,16984,16984,16984,43,RS,Rio Grande do Sul
431670,4316709,Santa Bárbara do Sul,09Âª CRS,"09ª CRS",9,Missioneira,8.936,8.951,8686,8559,8501,8446,8429,8429,8429,43,RS,Rio Grande do Sul
431673,4316733,Santa Cecília do Sul,06Âª CRS,06ª CRS,6,Norte,1.698,1.700,1699,1713,1741,1715,1739,1739,1739,43,RS,Rio Grande do Sul
431675,4316758,Santa Clara do Sul,16Âª CRS,16ª CRS,16,Vales,6.729,6.712,6867,6874,6981,7008,7056,7056,7056,43,RS,Rio Grande do Sul
431680,4316808,Santa Cruz do Sul,13Âª CRS,13ª CRS,13,Vales,128.437,128.887,128619,130002,131331,132572,133651,133651,133651,43,RS,Rio Grande do Sul
431697,4316956,Santa Margarida do Sul,10Âª CRS,10ª CRS,10,Centro-Oeste,2.607,2.570,2549,2464,2475,2564,2606,2606,2606,43,RS,Rio Grande do Sul
431690,4316972,Santa Maria,04Âª CRS,"04ª CRS",4,Centro-Oeste,274.679,277.229,275058,278364,280782,282698,282493,282493,282493,43,RS,Rio Grande do Sul
431695,4316907,Santa Maria do Herval,01Âª CRS,01ª CRS,1,Metropolitana,6.693,6.673,6458,6532,6623,6622,6666,6666,6666,43,RS,Rio Grande do Sul
431720,4317301,Santa Rosa,14Âª CRS,14ª CRS,14,Missioneira,73.218,73.977,74795,75871,77227,78379,79739,79739,79739,43,RS,Rio Grande do Sul
431725,4317004,Santa Tereza,05Âª CRS,05ª CRS,5,Serra,1.661,1.660,1761,1760,1766,1751,1749,1749,1749,43,RS,Rio Grande do Sul
431730,4317103,Santa Vitória do Palmar,03Âª CRS,03ª CRS,3,Sul,32.697,32.326,31563,31208,30976,30830,30723,30723,30723,43,RS,Rio Grande do Sul
431700,4317202,Santana da Boa Vista,03Âª CRS,03ª CRS,3,Sul,7.960,7.836,7850,7854,7943,7811,7819,7819,7819,43,RS,Rio Grande do Sul
431710,4317251,SantAna do Livramento,10Âª CRS,10ª CRS,10,Centro-Oeste,83.320,84.316,80256,79938,79101,78719,78211,78211,78211,43,RS,Rio Grande do Sul
431740,4317400,Santiago,04Âª CRS,"04ª CRS",4,Centro-Oeste,50.172,50.548,49274,49743,49743,49714,49464,49464,49464,43,RS,Rio Grande do Sul
431750,4317509,Santo Ângelo,12Âª CRS,12ª CRS,12,Missioneira,79.181,79.789,79422,80624,81623,82317,83075,83075,83075,43,RS,Rio Grande do Sul
431760,4317707,Santo Antônio da Patrulha,18Âª CRS,18ª CRS,18,Metropolitana,42.437,42.934,42702,42929,42982,43351,43838,43838,43838,43,RS,Rio Grande do Sul
431770,4317558,Santo Antônio das Missões,12Âª CRS,12ª CRS,12,Missioneira,10.946,10.947,10638,10809,10851,10886,10875,10875,10875,43,RS,Rio Grande do Sul
431755,4317608,Santo Antônio do Palma,06Âª CRS,06ª CRS,6,Norte,2.209,2.137,2214,2287,2342,2378,2324,2324,2324,43,RS,Rio Grande do Sul
431775,4317756,Santo Antônio do Planalto,06Âª CRS,06ª CRS,6,Norte,2.202,2.106,2107,2060,2122,2159,2170,2170,2170,43,RS,Rio Grande do Sul
431780,4317806,Santo Augusto,17Âª CRS,17ª CRS,17,Missioneira,15.057,15.066,14771,14622,14596,14663,15076,15076,15076,43,RS,Rio Grande do Sul
431790,4317905,Santo Cristo,14Âª CRS,14ª CRS,14,Missioneira,14.687,14.733,14526,14937,15290,15333,15293,15293,15293,43,RS,Rio Grande do Sul
431795,4317954,Santo Expedito do Sul,06Âª CRS,06ª CRS,6,Norte,2.501,2.497,2505,2517,2484,2455,2503,2503,2503,43,RS,Rio Grande do Sul
431800,4318002,São Borja,12Âª CRS,12ª CRS,12,Missioneira,62.172,61.940,59944,59661,59624,59238,59235,59235,59235,43,RS,Rio Grande do Sul
431805,4318051,São Domingos do Sul,06Âª CRS,06ª CRS,6,Norte,2.839,2.907,3046,3042,3065,3048,3111,3111,3111,43,RS,Rio Grande do Sul
431810,4318101,São Francisco de Assis,04Âª CRS,"04ª CRS",4,Centro-Oeste,19.023,18.930,18359,17992,17892,17596,17521,17521,17521,43,RS,Rio Grande do Sul
431820,4318200,São Francisco de Paula,01Âª CRS,01ª CRS,1,Metropolitana,21.280,21.568,21088,21109,21026,20956,20954,20954,20954,43,RS,Rio Grande do Sul
431830,4318309,São Gabriel,10Âª CRS,10ª CRS,10,Centro-Oeste,61.075,61.870,61445,61803,61731,61411,60918,60918,60918,43,RS,Rio Grande do Sul
431840,4318408,São Jerônimo,01Âª CRS,01ª CRS,1,Metropolitana,23.199,23.254,22794,22710,22956,22868,22706,22706,22706,43,RS,Rio Grande do Sul
431842,4318424,São João da Urtiga,06Âª CRS,06ª CRS,6,Norte,4.793,4.780,4616,4712,4723,4766,4669,4669,4669,43,RS,Rio Grande do Sul
431843,4318432,São João do Polêsine,04Âª CRS,"04ª CRS",4,Centro-Oeste,2.660,2.683,2681,2730,2780,2783,2828,2828,2828,43,RS,Rio Grande do Sul
431844,4318440,São Jorge,05Âª CRS,05ª CRS,5,Serra,2.642,2.640,2674,2673,2696,2694,2701,2701,2701,43,RS,Rio Grande do Sul
431845,4318457,São José das Missões,15Âª CRS,15ª CRS,15,Norte,2.723,2.645,2642,2632,2607,2657,2651,2651,2651,43,RS,Rio Grande do Sul
431846,4318465,São José do Herval,16Âª CRS,16ª CRS,16,Vales,2.147,2.079,2176,2135,2130,2084,2095,2095,2095,43,RS,Rio Grande do Sul
431848,4318481,São José do Hortêncio,01Âª CRS,01ª CRS,1,Metropolitana,4.378,4.382,4461,4509,4571,4515,4592,4592,4592,43,RS,Rio Grande do Sul
431849,4318499,São José do Inhacorá,14Âª CRS,14ª CRS,14,Missioneira,2.332,2.441,2419,2446,2436,2368,2365,2365,2365,43,RS,Rio Grande do Sul
431850,4318507,São José do Norte,03Âª CRS,03ª CRS,3,Sul,26.191,26.424,26398,26136,25863,26224,26674,26674,26674,43,RS,Rio Grande do Sul
431860,4318606,São José do Ouro,06Âª CRS,06ª CRS,6,Norte,7.186,7.039,7103,7125,7225,7164,7045,7045,7045,43,RS,Rio Grande do Sul
431861,4318614,São José do Sul,01Âª CRS,01ª CRS,1,Metropolitana,2.132,2.258,2331,2418,2448,2456,2487,2487,2487,43,RS,Rio Grande do Sul
431862,4318622,São José dos Ausentes,05Âª CRS,05ª CRS,5,Serra,3.440,3.560,3514,3579,3647,3656,3719,3719,3719,43,RS,Rio Grande do Sul
431870,4318705,São Leopoldo,01Âª CRS,01ª CRS,1,Metropolitana,226.546,226.680,228642,230268,232133,234746,237720,237720,237720,43,RS,Rio Grande do Sul
431880,4318804,São Lourenço do Sul,03Âª CRS,03ª CRS,3,Sul,43.390,43.618,42422,42926,42785,42921,42397,42397,42397,43,RS,Rio Grande do Sul
431890,4318903,São Luiz Gonzaga,12Âª CRS,12ª CRS,12,Missioneira,35.761,35.895,35176,34998,35370,35947,36593,36593,36593,43,RS,Rio Grande do Sul
431900,4319000,São Marcos,05Âª CRS,05ª CRS,5,Serra,21.641,21.601,21358,21181,21329,21560,21922,21922,21922,43,RS,Rio Grande do Sul
431910,4319109,São Martinho,17Âª CRS,17ª CRS,17,Missioneira,5.813,5.871,5939,6017,6006,6090,6129,6129,6129,43,RS,Rio Grande do Sul
431912,4319125,São Martinho da Serra,04Âª CRS,"04ª CRS",4,Centro-Oeste,3.202,3.211,3227,3171,3133,3034,3070,3070,3070,43,RS,Rio Grande do Sul
431915,4319158,São Miguel das Missões,12Âª CRS,12ª CRS,12,Missioneira,7.665,7.605,7513,7415,7435,7376,7372,7372,7372,43,RS,Rio Grande do Sul
431920,4319208,São Nicolau,12Âª CRS,12ª CRS,12,Missioneira,5.378,5.437,5478,5435,5398,5378,5461,5461,5461,43,RS,Rio Grande do Sul
431930,4319307,São Paulo das Missões,14Âª CRS,14ª CRS,14,Missioneira,5.957,5.973,5990,6093,6083,6065,6047,6047,6047,43,RS,Rio Grande do Sul
431935,4319356,São Pedro da Serra,01Âª CRS,01ª CRS,1,Metropolitana,3.458,3.435,3559,3631,3656,3709,3747,3747,3747,43,RS,Rio Grande do Sul
431936,4319364,São Pedro das Missões,15Âª CRS,15ª CRS,15,Norte,1.857,1.895,1870,1865,1836,1806,1837,1837,1837,43,RS,Rio Grande do Sul
431937,4319372,São Pedro do Butiá,12Âª CRS,12ª CRS,12,Missioneira,2.899,2.915,2995,3050,3161,3158,3210,3210,3210,43,RS,Rio Grande do Sul
431940,4319406,São Pedro do Sul,04Âª CRS,"04ª CRS",4,Centro-Oeste,16.581,16.508,16306,16211,16415,16549,16563,16563,16563,43,RS,Rio Grande do Sul
431950,4319505,São Sebastião do Caí,01Âª CRS,01ª CRS,1,Metropolitana,24.288,24.469,23827,23931,23935,24198,24429,24429,24429,43,RS,Rio Grande do Sul
431960,4319604,São Sepé,04Âª CRS,"04ª CRS",4,Centro-Oeste,23.822,23.678,22961,22965,23101,22948,22870,22870,22870,43,RS,Rio Grande do Sul
431970,4319703,São Valentim,11Âª CRS,11ª CRS,11,Norte,3.639,3.710,3646,3629,3575,3517,3447,3447,3447,43,RS,Rio Grande do Sul
431971,4319711,São Valentim do Sul,16Âª CRS,16ª CRS,16,Vales,2.475,2.499,2386,2352,2347,2451,2496,2496,2496,43,RS,Rio Grande do Sul
431973,4319737,São Valério do Sul,17Âª CRS,17ª CRS,17,Missioneira,2.827,2.795,2962,2997,2997,3019,3032,3032,3032,43,RS,Rio Grande do Sul
431975,4319752,São Vendelino,05Âª CRS,05ª CRS,5,Serra,2.233,2.238,2261,2290,2339,2393,2436,2436,2436,43,RS,Rio Grande do Sul
431980,4319802,São Vicente do Sul,04Âª CRS,"04ª CRS",4,Centro-Oeste,8.654,8.575,8364,8191,8090,7988,7971,7971,7971,43,RS,Rio Grande do Sul
431990,4319901,Sapiranga,01Âª CRS,01ª CRS,1,Metropolitana,78.994,79.271,80430,81192,82111,82555,82852,82852,82852,43,RS,Rio Grande do Sul
432000,4320008,Sapucaia do Sul,01Âª CRS,01ª CRS,1,Metropolitana,141.321,141.256,147747,147481,146661,147475,148018,148018,148018,43,RS,Rio Grande do Sul
432010,4320107,Sarandi,15Âª CRS,15ª CRS,15,Norte,22.497,22.666,23135,23438,24015,24306,24808,24808,24808,43,RS,Rio Grande do Sul
432020,4320206,Seberi,02Âª CRS,02ª CRS,2,Norte,11.492,11.633,11605,11795,12046,12234,12466,12466,12466,43,RS,Rio Grande do Sul
432023,4320230,Sede Nova,17Âª CRS,17ª CRS,17,Missioneira,3.064,2.991,3073,3089,3142,3155,3114,3114,3114,43,RS,Rio Grande do Sul
432026,4320263,Segredo,08Âª CRS,08ª CRS,8,Vales,6.785,6.881,6955,7019,6953,6935,6923,6923,6923,43,RS,Rio Grande do Sul
432030,4320305,Selbach,09Âª CRS,"09ª CRS",9,Missioneira,5.078,5.115,5156,5249,5244,5243,5216,5216,5216,43,RS,Rio Grande do Sul
432032,4320321,Senador Salgado Filho,14Âª CRS,14ª CRS,14,Missioneira,2.811,2.894,2871,2891,2912,2845,2824,2824,2824,43,RS,Rio Grande do Sul
432035,4320354,Sentinela do Sul,01Âª CRS,01ª CRS,1,Metropolitana,5.123,5.116,5248,5301,5209,5139,5040,5040,5040,43,RS,Rio Grande do Sul
432040,4320404,Serafina Corrêa,06Âª CRS,06ª CRS,6,Norte,15.428,15.675,16370,16534,16784,17139,17581,17581,17581,43,RS,Rio Grande do Sul
432045,4320453,Sério,16Âª CRS,16ª CRS,16,Vales,2.144,2.083,2174,2173,2146,2116,2123,2123,2123,43,RS,Rio Grande do Sul
432050,4320503,Sertão,06Âª CRS,06ª CRS,6,Norte,6.139,6.026,6172,6195,6208,6200,6196,6196,6196,43,RS,Rio Grande do Sul
432055,4320552,Sertão Santana,01Âª CRS,01ª CRS,1,Metropolitana,6.040,5.996,6147,6225,6247,6136,6081,6081,6081,43,RS,Rio Grande do Sul
432057,4320578,Sete de Setembro,12Âª CRS,12ª CRS,12,Missioneira,2.114,2.169,2164,2156,2163,2140,2167,2167,2167,43,RS,Rio Grande do Sul
432060,4320602,Severiano de Almeida,11Âª CRS,11ª CRS,11,Norte,3.734,3.800,3832,3841,3831,3834,3804,3804,3804,43,RS,Rio Grande do Sul
432065,4320651,Silveira Martins,04Âª CRS,"04ª CRS",4,Centro-Oeste,2.438,2.421,2480,2501,2419,2379,2361,2361,2361,43,RS,Rio Grande do Sul
432067,4320677,Sinimbu,13Âª CRS,13ª CRS,13,Vales,9.867,9.956,9874,9748,9613,9513,9492,9492,9492,43,RS,Rio Grande do Sul
432070,4320701,Sobradinho,08Âª CRS,08ª CRS,8,Vales,14.789,14.819,14845,14833,15053,15264,15403,15403,15403,43,RS,Rio Grande do Sul
432080,4320800,Soledade,06Âª CRS,06ª CRS,6,Norte,30.836,30.930,30419,30566,30393,30551,30881,30881,30881,43,RS,Rio Grande do Sul
432085,4320859,Tabaí,01Âª CRS,01ª CRS,1,Metropolitana,4.350,4.491,4730,4816,4846,4869,4936,4936,4936,43,RS,Rio Grande do Sul
432090,4320909,Tapejara,06Âª CRS,06ª CRS,6,Norte,22.373,22.920,23251,23776,24291,24898,25473,25473,25473,43,RS,Rio Grande do Sul
432100,4321006,Tapera,06Âª CRS,06ª CRS,6,Norte,10.920,10.983,11104,11139,11080,11155,11319,11319,11319,43,RS,Rio Grande do Sul
432110,4321105,Tapes,01Âª CRS,01ª CRS,1,Metropolitana,17.129,16.876,16928,16654,16347,16080,16082,16082,16082,43,RS,Rio Grande do Sul
432120,4321204,Taquara,01Âª CRS,01ª CRS,1,Metropolitana,58.179,57.971,58630,58709,58787,58657,58402,58402,58402,43,RS,Rio Grande do Sul
432130,4321303,Taquari,16Âª CRS,16ª CRS,16,Vales,27.112,27.090,27053,26877,26439,26665,26906,26906,26906,43,RS,Rio Grande do Sul
432132,4321329,Taquaruçu do Sul,02Âª CRS,02ª CRS,2,Norte,3.030,3.053,3101,3155,3237,3293,3380,3380,3380,43,RS,Rio Grande do Sul
432135,4321352,Tavares,18Âª CRS,18ª CRS,18,Metropolitana,5.528,5.430,5640,5663,5752,5731,5702,5702,5702,43,RS,Rio Grande do Sul
432140,4321402,Tenente Portela,02Âª CRS,02ª CRS,2,Norte,14.268,14.108,14187,14142,14290,14371,14610,14610,14610,43,RS,Rio Grande do Sul
432143,4321436,Terra de Areia,18Âª CRS,18ª CRS,18,Metropolitana,10.898,10.597,11061,11170,11436,11672,11908,11908,11908,43,RS,Rio Grande do Sul
432145,4321451,Teutônia,16Âª CRS,16ª CRS,16,Vales,30.986,31.220,31895,32620,33548,34316,35083,35083,35083,43,RS,Rio Grande do Sul
432146,4321469,Tio Hugo,06Âª CRS,06ª CRS,6,Norte,2.855,2.924,2933,3037,3049,3150,3199,3199,3199,43,RS,Rio Grande do Sul
432147,4321477,Tiradentes do Sul,02Âª CRS,02ª CRS,2,Norte,6.003,5.968,5882,5782,5864,5910,5952,5952,5952,43,RS,Rio Grande do Sul
432149,4321493,Toropi,04Âª CRS,"04ª CRS",4,Centro-Oeste,2.658,2.667,2795,2810,2832,2826,2818,2818,2818,43,RS,Rio Grande do Sul
432150,4321501,Torres,18Âª CRS,18ª CRS,18,Metropolitana,37.833,38.609,39425,40289,40906,41722,42390,42390,42390,43,RS,Rio Grande do Sul
432160,4321600,Tramandaí,18Âª CRS,18ª CRS,18,Metropolitana,48.498,49.262,50501,51299,51922,52341,53036,53036,53036,43,RS,Rio Grande do Sul
432162,4321626,Travesseiro,16Âª CRS,16ª CRS,16,Vales,2.335,2.416,2431,2528,2545,2559,2496,2496,2496,43,RS,Rio Grande do Sul
432163,4321634,Três Arroios,11Âª CRS,11ª CRS,11,Norte,2.771,2.839,2854,2851,2866,2904,2931,2931,2931,43,RS,Rio Grande do Sul
432166,4321667,Três Cachoeiras,18Âª CRS,18ª CRS,18,Metropolitana,10.817,10.953,11135,11246,11382,11428,11466,11466,11466,43,RS,Rio Grande do Sul
432170,4321709,Três Coroas,01Âª CRS,01ª CRS,1,Metropolitana,25.660,25.471,25942,26046,26387,26700,26643,26643,26643,43,RS,Rio Grande do Sul
432180,4321808,Três de Maio,14Âª CRS,14ª CRS,14,Missioneira,24.614,24.616,24855,25416,25860,26269,27040,27040,27040,43,RS,Rio Grande do Sul
432183,4321832,Três Forquilhas,18Âª CRS,18ª CRS,18,Metropolitana,2.872,2.855,2950,2951,2952,3014,3077,3077,3077,43,RS,Rio Grande do Sul
432185,4321857,Três Palmeiras,15Âª CRS,15ª CRS,15,Norte,4.737,4.769,4702,4754,4800,4854,4971,4971,4971,43,RS,Rio Grande do Sul
432190,4321907,Três Passos,02Âª CRS,02ª CRS,2,Norte,25.475,25.400,25639,25962,26253,26643,27047,27047,27047,43,RS,Rio Grande do Sul
432195,4321956,Trindade do Sul,15Âª CRS,15ª CRS,15,Norte,6.016,6.250,6087,6132,6149,6187,6370,6370,6370,43,RS,Rio Grande do Sul
432200,4322004,Triunfo,01Âª CRS,01ª CRS,1,Metropolitana,26.263,26.238,26069,26286,26498,26622,26816,26816,26816,43,RS,Rio Grande do Sul
432210,4322103,Tucunduva,14Âª CRS,14ª CRS,14,Missioneira,5.998,6.029,5948,6009,6012,6023,5955,5955,5955,43,RS,Rio Grande do Sul
432215,4322152,Tunas,06Âª CRS,06ª CRS,6,Norte,4.139,4.074,4230,4176,4211,4213,4211,4211,4211,43,RS,Rio Grande do Sul
432218,4322186,Tupanci do Sul,06Âª CRS,06ª CRS,6,Norte,1.506,1.453,1469,1479,1487,1488,1493,1493,1493,43,RS,Rio Grande do Sul
432220,4322202,Tupanciretã,04Âª CRS,"04ª CRS",4,Missioneira,22.477,22.435,21886,21817,21689,21575,21380,21380,21380,43,RS,Rio Grande do Sul
432225,4322251,Tupandi,01Âª CRS,01ª CRS,1,Metropolitana,4.456,4.630,4790,4917,5060,5176,5263,5263,5263,43,RS,Rio Grande do Sul
432230,4322301,Tuparendi,14Âª CRS,14ª CRS,14,Missioneira,8.468,8.557,8452,8583,8565,8598,8637,8637,8637,43,RS,Rio Grande do Sul
432232,4322327,Turuçu,03Âª CRS,03ª CRS,3,Sul,3.774,3.816,3806,3721,3689,3587,3599,3599,3599,43,RS,Rio Grande do Sul
432234,4322343,Ubiretama,12Âª CRS,12ª CRS,12,Missioneira,2.250,2.184,2203,2144,2151,2137,2171,2171,2171,43,RS,Rio Grande do Sul
432235,4322350,União da Serra,05Âª CRS,05ª CRS,5,Serra,1.373,1.365,1395,1405,1387,1401,1402,1402,1402,43,RS,Rio Grande do Sul
432237,4322376,Unistalda,04Âª CRS,"04ª CRS",4,Centro-Oeste,2.428,2.448,2327,2348,2350,2276,2244,2244,2244,43,RS,Rio Grande do Sul
432240,4322400,Uruguaiana,10Âª CRS,10ª CRS,10,Centro-Oeste,127.155,126.660,120384,119245,118832,117911,117297,117297,117297,43,RS,Rio Grande do Sul
432250,4322509,Vacaria,05Âª CRS,05ª CRS,5,Serra,66.479,67.034,66110,66131,66527,67139,67543,67543,67543,43,RS,Rio Grande do Sul
432253,4322541,Vale do Sol,13Âª CRS,13ª CRS,13,Vales,11.521,11.265,11192,11046,11025,10984,10982,10982,10982,43,RS,Rio Grande do Sul
432254,4322525,Vale Real,05Âª CRS,05ª CRS,5,Serra,5.402,5.495,5661,5801,5916,6083,6111,6111,6111,43,RS,Rio Grande do Sul
432252,4322533,Vale Verde,13Âª CRS,13ª CRS,13,Vales,3.305,3.446,3466,3477,3416,3357,3367,3367,3367,43,RS,Rio Grande do Sul
432255,4322558,Vanini,06Âª CRS,06ª CRS,6,Norte,2.036,2.106,2103,2130,2136,2132,2141,2141,2141,43,RS,Rio Grande do Sul
432260,4322608,Venâncio Aires,13Âª CRS,13ª CRS,13,Vales,69.052,69.401,69322,69731,70250,70960,70904,70904,70904,43,RS,Rio Grande do Sul
432270,4322707,Vera Cruz,13Âª CRS,13ª CRS,13,Vales,25.266,25.267,25599,25878,26063,26357,26639,26639,26639,43,RS,Rio Grande do Sul
432280,4322806,Veranópolis,05Âª CRS,05ª CRS,5,Serra,24.025,24.033,24141,24531,25064,25538,25800,25800,25800,43,RS,Rio Grande do Sul
432285,4322855,Vespasiano Correa,16Âª CRS,16ª CRS,16,Vales,1.890,1.879,2056,2056,2040,1969,1970,1970,1970,43,RS,Rio Grande do Sul
432290,4322905,Viadutos,11Âª CRS,11ª CRS,11,Norte,5.227,5.267,5175,5177,5159,5075,5052,5052,5052,43,RS,Rio Grande do Sul
432300,4323002,Viamão,01Âª CRS,01ª CRS,1,Metropolitana,251.842,252.287,245864,244699,241560,239243,235638,235638,235638,43,RS,Rio Grande do Sul
432310,4323101,Vicente Dutra,02Âª CRS,02ª CRS,2,Norte,5.052,5.087,5114,5153,5153,5077,5087,5087,5087,43,RS,Rio Grande do Sul
432320,4323200,Victor Graeff,06Âª CRS,06ª CRS,6,Norte,3.100,3.004,3072,3088,3108,3138,3102,3102,3102,43,RS,Rio Grande do Sul
432330,4323309,Vila Flores,05Âª CRS,05ª CRS,5,Serra,3.388,3.419,3527,3589,3623,3588,3593,3593,3593,43,RS,Rio Grande do Sul
432335,4323358,Vila Lângaro,06Âª CRS,06ª CRS,6,Norte,2.108,2.131,2095,2080,2124,2129,2130,2130,2130,43,RS,Rio Grande do Sul
432340,4323408,Vila Maria,06Âª CRS,06ª CRS,6,Norte,4.420,4.401,4412,4423,4512,4602,4665,4665,4665,43,RS,Rio Grande do Sul
432345,4323457,Vila Nova do Sul,04Âª CRS,"04ª CRS",4,Centro-Oeste,3.885,3.752,3932,3926,4031,4017,4117,4117,4117,43,RS,Rio Grande do Sul
432350,4323507,Vista Alegre,02Âª CRS,02ª CRS,2,Norte,2.752,2.797,2784,2863,2899,2885,2827,2827,2827,43,RS,Rio Grande do Sul
432360,4323606,Vista Alegre do Prata,05Âª CRS,05ª CRS,5,Serra,1.549,1.563,1645,1648,1704,1721,1746,1746,1746,43,RS,Rio Grande do Sul
432370,4323705,Vista Gaúcha,02Âª CRS,02ª CRS,2,Norte,2.811,2.816,2834,2885,2940,2987,3002,3002,3002,43,RS,Rio Grande do Sul
432375,4323754,Vitória das Missões,12Âª CRS,12ª CRS,12,Missioneira,3.417,3.307,3439,3389,3438,3397,3405,3405,3405,43,RS,Rio Grande do Sul
432377,4323770,Westfalia,16Âª CRS,16ª CRS,16,Vales,3.157,3.157,3088,3136,3125,3226,3257,3257,3257,43,RS,Rio Grande do Sul
432380,4323804,Xangri-lá,18Âª CRS,18ª CRS,18,Metropolitana,14.009,14.215,15362,15858,16214,16343,16744,16744,16744,43,RS,Rio Grande do Sul
